gene_id	gene_name	npeaks_ve	npeaks_tx	npeaks_diff	fpkm_24h	fpkm_con	fpkm_diff
ENSG00000158966	CACHD1	3	1	2	0.16	0.29	0.13
ENSG00000166321	NUDT13	3	1	2	1.21	1.4	0.19
ENSG00000271816	AC022400.5	3	1	2	1.07	1.69	0.62
ENSG00000242338	BMS1P4	3	1	2	0.88	1.72	0.84
ENSG00000170324	FRMPD2	3	1	2	0.77	1.53	0.76
ENSG00000196177	ACADSB	3	1	2	14.61	15.02	0.41
ENSG00000166086	JAM3	3	1	2	0.56	0.8	0.24
ENSG00000174516	PELI3	3	1	2	7.81	8.08	0.27
ENSG00000174547	MRPL11	3	1	2	50.5	53.4	2.9
ENSG00000162148	PPP1R32	3	1	2	2.14	2.99	0.85
ENSG00000198730	CTR9	3	1	2	17.67	19.92	2.25
ENSG00000166106	ADAMTS15	3	1	2	0.18	0.29	0.11
ENSG00000172638	EFEMP2	3	1	2	0.96	3.37	2.41
ENSG00000173825	TIGD3	3	1	2	0.42	0.82	0.4
ENSG00000162241	SLC25A45	3	1	2	12.39	16.3	3.91
ENSG00000179292	TMEM151A	3	1	2	0.04	0.07	0.03
ENSG00000137727	ARHGAP20	3	1	2	0.09	0.18	0.09
ENSG00000060749	QSER1	3	1	2	16.15	22.89	6.74
ENSG00000186318	BACE1	3	1	2	7.04	9.73	2.69
ENSG00000171823	FBXL14	3	1	2	4.48	6.19	1.71
ENSG00000246985	SOCS2-AS1	3	1	2	0.35	0.92	0.57
ENSG00000135643	KCNMB4	3	1	2	0.83	1.86	1.03
ENSG00000272849	AC084018.1	3	1	2	0.69	3.4	2.71
ENSG00000136044	APPL2	3	1	2	10.3	11.58	1.28
ENSG00000133687	TMTC1	3	1	2	0.01	0.06	0.05
ENSG00000174233	ADCY6	3	1	2	6.59	11.34	4.75
ENSG00000185163	DDX51	3	1	2	2.45	3.29	0.84
ENSG00000089693	MLF2	3	1	2	299.9	312.72	12.8200000000001
ENSG00000196876	SCN8A	3	1	2	0.12	0.33	0.21
ENSG00000186897	C1QL4	3	1	2	1.03	1.1	0.0700000000000001
ENSG00000123104	ITPR2	3	1	2	1.65	1.66	0.01
ENSG00000150456	EEF1AKMT1	3	1	2	3.46	5.64	2.18
ENSG00000228889	UBAC2-AS1	3	1	2	1.69	1.91	0.22
ENSG00000102699	PARP4	3	1	2	25.22	25.3	0.0800000000000018
ENSG00000140104	CLBA1	3	1	2	6.89	8.78	1.89
ENSG00000186615	KTN1-AS1	3	1	2	2.2	3.64	1.44
ENSG00000136327	NKX2-8	3	1	2	0.07	0.37	0.3
ENSG00000213145	CRIP1	3	1	2	0.17	0.19	0.02
ENSG00000260285	AL133367.1	3	1	2	1.78	3.34	1.56
ENSG00000100592	DAAM1	3	1	2	9.22	12.47	3.25
ENSG00000259132	AL132780.3	3	1	2	3.45	3.62	0.17
ENSG00000198513	ATL1	3	1	2	1.12	1.14	0.0199999999999998
ENSG00000042317	AL049834.1	3	1	2	4.83	4.95	0.12
ENSG00000137809	ITGA11	3	1	2	0.14	0.36	0.22
ENSG00000104142	VPS18	3	1	2	6.57	8.66	2.09
ENSG00000137819	PAQR5	3	1	2	1.59	1.82	0.23
ENSG00000166192	SENP8	3	1	2	1.28	3.05	1.77
ENSG00000175318	GRAMD2A	3	1	2	0.2	1.14	0.94
ENSG00000067225	PKM	3	1	2	676.51	809.67	133.16
ENSG00000129038	LOXL1	3	1	2	3.09	8.25	5.16
ENSG00000198794	SCAMP5	3	1	2	2.57	3	0.43
ENSG00000092470	WDR76	3	1	2	13.1	20.82	7.72
ENSG00000259448	LINC02352	3	1	2	0.06	0.32	0.26
ENSG00000260007	AC107871.1	3	1	2	6.26	7.12	0.86
ENSG00000137857	DUOX1	3	1	2	0.04	0.84	0.8
ENSG00000047346	FAM214A	3	1	2	17.17	26.11	8.94
ENSG00000285331	AC090517.5	3	1	2	1.12	4.96	3.84
ENSG00000103044	HAS3	3	1	2	0.13	0.43	0.3
ENSG00000260371	AC026464.3	3	1	2	0.06	1.88	1.82
ENSG00000131165	CHMP1A	3	1	2	20.71	29.7	8.99
ENSG00000159593	NAE1	3	1	2	30.26	51.64	21.38
ENSG00000162078	ZG16B	3	1	2	34.3	50.75	16.45
ENSG00000102879	CORO1A	3	1	2	1.17	1.93	0.76
ENSG00000065457	ADAT1	3	1	2	20.39	33.53	13.14
ENSG00000140795	MYLK3	3	1	2	0.01	0.03	0.02
ENSG00000257108	NHLRC4	3	1	2	0.63	0.65	0.02
ENSG00000007376	RPUSD1	3	1	2	30.13	41.82	11.69
ENSG00000176170	SPHK1	3	1	2	3.31	3.62	0.31
ENSG00000185527	PDE6G	3	1	2	0.22	0.45	0.23
ENSG00000136478	TEX2	3	1	2	20.22	21.14	0.920000000000002
ENSG00000005961	ITGA2B	3	1	2	0.31	0.92	0.61
ENSG00000141753	IGFBP4	3	1	2	0.08	0.21	0.13
ENSG00000186594	MIR22HG	3	1	2	1.46	3.23	1.77
ENSG00000108924	HLF	3	1	2	4.03	5.41	1.38
ENSG00000275700	AATF	3	1	2	52.52	74.25	21.73
ENSG00000261408	TEN1-CDK3	3	1	2	0.19	1.57	1.38
ENSG00000187531	SIRT7	3	1	2	7.29	7.44	0.15
ENSG00000072818	ACAP1	3	1	2	1.2	4.51	3.31
ENSG00000187824	TMEM220	3	1	2	0.03	0.13	0.1
ENSG00000266677	AC087164.1	3	1	2	0.05	0.63	0.58
ENSG00000141030	COPS3	3	1	2	41	68.94	27.94
ENSG00000108309	RUNDC3A	3	1	2	2.17	2.3	0.13
ENSG00000134762	DSC3	3	1	2	0.01	0.21	0.2
ENSG00000141429	GALNT1	3	1	2	17.96	18.09	0.129999999999999
ENSG00000272395	IFNL4	3	1	2	0.07	0.25	0.18
ENSG00000128011	LRFN1	3	1	2	10.22	12.59	2.37
ENSG00000170909	OSCAR	3	1	2	0.16	0.41	0.25
ENSG00000131351	HAUS8	3	1	2	16.48	23.59	7.11
ENSG00000267575	AC006504.5	3	1	2	6.72	14.53	7.81
ENSG00000105699	LSR	3	1	2	73.23	73.83	0.599999999999994
ENSG00000267576	AC011472.3	3	1	2	6.17	6.84	0.67
ENSG00000133246	PRAM1	3	1	2	0.2	0.48	0.28
ENSG00000105655	ISYNA1	3	1	2	69.46	70.82	1.36
ENSG00000189114	BLOC1S3	3	1	2	4.52	7	2.48
ENSG00000105261	OVOL3	3	1	2	0.14	0.43	0.29
ENSG00000267265	AC011476.3	3	1	2	2.34	3.66	1.32
ENSG00000115145	STAM2	3	1	2	7.95	8.48	0.53
ENSG00000143870	PDIA6	3	1	2	69.77	88.56	18.79
ENSG00000071967	CYBRD1	3	1	2	0.09	0.31	0.22
ENSG00000168754	FAM178B	3	1	2	0.03	0.16	0.13
ENSG00000018699	TTC27	3	1	2	3.85	6.94	3.09
ENSG00000138061	CYP1B1	3	1	2	0.63	1.69	1.06
ENSG00000144136	SLC20A1	3	1	2	10.88	13.26	2.38
ENSG00000138002	IFT172	3	1	2	4.88	6.25	1.37
ENSG00000115107	STEAP3	3	1	2	8.7	9.75	1.05
ENSG00000115325	DOK1	3	1	2	1.45	1.58	0.13
ENSG00000115318	LOXL3	3	1	2	0.53	1	0.47
ENSG00000157851	DPYSL5	3	1	2	0.72	1.06	0.34
ENSG00000170500	LONRF2	3	1	2	0.1	0.14	0.04
ENSG00000125510	OPRL1	3	1	2	0.03	0.12	0.09
ENSG00000158296	SLC13A3	3	1	2	9.1	11.51	2.41
ENSG00000198900	TOP1	3	1	2	34.9	39.73	4.83
ENSG00000173418	NAA20	3	1	2	23.12	28.01	4.89
ENSG00000223768	LINC00205	3	1	2	1.17	2.22	1.05
ENSG00000099910	KLHL22	3	1	2	7.72	14.02	6.3
ENSG00000100258	LMF2	3	1	2	21.48	27.89	6.41
ENSG00000025770	NCAPH2	3	1	2	19	31.44	12.44
ENSG00000254413	CHKB-CPT1B	3	1	2	2.2	7.76	5.56
ENSG00000242082	SLC5A4-AS1	3	1	2	2.49	3.29	0.8
ENSG00000233080	LINC01399	3	1	2	1.06	1.43	0.37
ENSG00000100201	DDX17	3	1	2	70.73	77.61	6.88
ENSG00000114503	NCBP2	3	1	2	31.45	32.57	1.12
ENSG00000225578	NCBP2-AS1	3	1	2	0.55	0.68	0.13
ENSG00000181322	NME9	3	1	2	0.05	0.32	0.27
ENSG00000114520	SNX4	3	1	2	16.13	21.07	4.94
ENSG00000131389	SLC6A6	3	1	2	4.35	6.63	2.28
ENSG00000153551	CMTM7	3	1	2	8.46	8.81	0.35
ENSG00000206417	H1FX-AS1	3	1	2	1.71	3.14	1.43
ENSG00000230102	LINC02028	3	1	2	0.45	0.46	0.01
ENSG00000163637	PRICKLE2	3	1	2	0.08	0.22	0.14
ENSG00000114757	PEX5L	3	1	2	0.01	0.08	0.07
ENSG00000237978	KCNMB2-AS1	3	1	2	0.11	0.26	0.15
ENSG00000114450	GNB4	3	1	2	11.18	13.71	2.53
ENSG00000114166	KAT2B	3	1	2	2.05	4.14	2.09
ENSG00000170522	ELOVL6	3	1	2	5.44	7.49	2.05
ENSG00000109736	MFSD10	3	1	2	21.15	21.44	0.290000000000003
ENSG00000163132	MSX1	3	1	2	4.03	4.58	0.55
ENSG00000164040	PGRMC2	3	1	2	14.65	15.72	1.07
ENSG00000109576	AADAT	3	1	2	55.94	77.83	21.89
ENSG00000145569	OTULINL	3	1	2	12.11	15.19	3.08
ENSG00000173926	MARCHF3	3	1	2	2.3	3.67	1.37
ENSG00000155545	MIER3	3	1	2	5.43	5.47	0.04
ENSG00000196923	PDLIM7	3	1	2	25.54	27.52	1.98
ENSG00000170482	SLC23A1	3	1	2	2.18	3.64	1.46
ENSG00000092421	SEMA6A	3	1	2	0.63	0.89	0.26
ENSG00000248092	NNT-AS1	3	1	2	1.32	2.74	1.42
ENSG00000170234	PWWP2A	3	1	2	10.58	11.63	1.05
ENSG00000113657	DPYSL3	3	1	2	2.07	3.92	1.85
ENSG00000133835	HSD17B4	3	1	2	78.5	120.56	42.06
ENSG00000183323	CCDC125	3	1	2	4.63	12.77	8.14
ENSG00000197208	SLC22A4	3	1	2	0.26	0.3	0.04
ENSG00000153071	DAB2	3	1	2	0.15	0.38	0.23
ENSG00000279821	AC145098.2	3	1	2	0.03	0.06	0.03
ENSG00000204220	PFDN6	3	1	2	41.84	44.05	2.20999999999999
ENSG00000137331	IER3	3	1	2	0.94	1.85	0.91
ENSG00000025796	SEC63	3	1	2	64.94	76.35	11.41
ENSG00000155085	AK9	3	1	2	0.62	1.09	0.47
ENSG00000112242	E2F3	3	1	2	6.92	8.39	1.47
ENSG00000137161	CNPY3	3	1	2	26.49	29.67	3.18
ENSG00000010030	ETV7	3	1	2	0.13	0.35	0.22
ENSG00000137261	KIAA0319	3	1	2	0.07	0.1	0.03
ENSG00000180992	MRPL14	3	1	2	31.14	42.27	11.13
ENSG00000130340	SNX9	3	1	2	2.96	3.53	0.57
ENSG00000170915	PAQR8	3	1	2	0.06	0.17	0.11
ENSG00000203727	SAMD5	3	1	2	0.15	0.38	0.23
ENSG00000225096	AL445250.1	3	1	2	0.4	0.78	0.38
ENSG00000206344	HCG27	3	1	2	1.57	2.1	0.53
ENSG00000259826	AC072061.1	3	1	2	0.54	0.61	0.07
ENSG00000106415	GLCCI1	3	1	2	2.95	5	2.05
ENSG00000239521	CASTOR3	3	1	2	4.6	6.32	1.72
ENSG00000128578	STRIP2	3	1	2	3.25	4.09	0.84
ENSG00000196715	VKORC1L1	3	1	2	19.82	25.41	5.59
ENSG00000086300	SNX10	3	1	2	3.34	3.88	0.54
ENSG00000006453	BAIAP2L1	3	1	2	42.45	42.64	0.189999999999998
ENSG00000136237	RAPGEF5	3	1	2	2.26	2.55	0.29
ENSG00000133624	ZNF767P	3	1	2	3.06	3.56	0.5
ENSG00000132437	DDC	3	1	2	17.29	19.84	2.55
ENSG00000133619	KRBA1	3	1	2	1.53	1.89	0.36
ENSG00000106086	PLEKHA8	3	1	2	2.28	3.03	0.75
ENSG00000104490	NCALD	3	1	2	0.06	0.38	0.32
ENSG00000283959	AP002851.1	3	1	2	0.04	0.17	0.13
ENSG00000012232	EXTL3	3	1	2	6.56	8.27	1.71
ENSG00000147592	LACTB2	3	1	2	23.63	30.05	6.42
ENSG00000264578	AC009630.3	3	1	2	4.36	4.98	0.62
ENSG00000253369	AC022034.3	3	1	2	2.16	3.27	1.11
ENSG00000180694	TMEM64	3	1	2	4.11	5.95	1.84
ENSG00000160973	FOXH1	3	1	2	0.37	0.93	0.56
ENSG00000197694	SPTAN1	3	1	2	34.58	36.48	1.9
ENSG00000176101	SSNA1	3	1	2	66.85	71.37	4.52000000000001
ENSG00000131668	BARX1	3	1	2	0.57	0.84	0.27
ENSG00000238227	TMEM250	3	1	2	20.33	22.9	2.57
ENSG00000160404	TOR2A	3	1	2	13.11	17.24	4.13
ENSG00000262075	AC174065.1	3	1	2	0.05	0.06	0.01
ENSG00000228933	AC107419.1	3	1	2	0.25	0.38	0.13
ENSG00000067992	PDK3	3	1	2	7.35	9.32	1.97
ENSG00000130021	PUDP	3	1	2	2.88	5.69	2.81
ENSG00000232022	FAAHP1	2	0	2	0.42	0.52	0.1
ENSG00000123472	ATPAF1	2	0	2	87.3	94.76	7.46000000000001
ENSG00000117500	TMED5	2	0	2	29.84	35.96	6.12
ENSG00000117632	STMN1	2	0	2	121.03	163.16	42.13
ENSG00000228606	AL139011.1	2	0	2	3.64	5.03	1.39
ENSG00000143479	DYRK3	2	0	2	0.96	1.32	0.36
ENSG00000143443	C1orf56	2	0	2	0.09	0.51	0.42
ENSG00000181450	ZNF678	2	0	2	5.58	7	1.42
ENSG00000225721	AL592166.1	2	0	2	0.45	1.83	1.38
ENSG00000196890	H2BU1	2	0	2	0.24	0.39	0.15
ENSG00000177788	AL162595.1	2	0	2	1.13	3.33	2.2
ENSG00000069248	NUP133	2	0	2	12.14	14.33	2.19
ENSG00000135801	TAF5L	2	0	2	6.54	10.16	3.62
ENSG00000121644	DESI2	2	0	2	6.06	6.38	0.32
ENSG00000153187	HNRNPU	2	0	2	100.82	143.99	43.17
ENSG00000126088	UROD	2	0	2	44.48	47.44	2.96
ENSG00000204178	MACO1	2	0	2	4.76	7.7	2.94
ENSG00000169905	TOR1AIP2	2	0	2	10.05	15.29	5.24
ENSG00000090432	MUL1	2	0	2	5.16	6.54	1.38
ENSG00000143337	TOR1AIP1	2	0	2	21.09	28.48	7.39
ENSG00000142621	FHAD1	2	0	2	0.06	0.31	0.25
ENSG00000274386	TMEM269	2	0	2	0.24	0.35	0.11
ENSG00000143224	PPOX	2	0	2	12.1	15.45	3.35
ENSG00000054392	HHAT	2	0	2	0.1	0.24	0.14
ENSG00000185278	ZBTB37	2	0	2	2.07	2.61	0.54
ENSG00000135778	NTPCR	2	0	2	27.29	31.45	4.16
ENSG00000227533	SLC2A1-AS1	2	0	2	0.54	0.59	0.0499999999999999
ENSG00000162664	ZNF326	2	0	2	6.23	8.19	1.96
ENSG00000259823	LYPD8	2	0	2	1.66	2.94	1.28
ENSG00000162813	BPNT1	2	0	2	15.51	19.69	4.18
ENSG00000175137	SH3BP5L	2	0	2	8.91	12.79	3.88
ENSG00000273002	AL355388.1	2	0	2	0.17	0.21	0.04
ENSG00000203705	TATDN3	2	0	2	11.04	11.26	0.220000000000001
ENSG00000117407	ARTN	2	0	2	7.05	7.14	0.0899999999999999
ENSG00000235605	AL355472.1	2	0	2	0.25	0.79	0.54
ENSG00000143374	TARS2	2	0	2	20.7	20.95	0.25
ENSG00000198468	FLVCR1-DT	2	0	2	1.92	2.09	0.17
ENSG00000067704	IARS2	2	0	2	39.28	40.42	1.14
ENSG00000215014	AL645728.1	2	0	2	0.4	0.6	0.2
ENSG00000158773	USF1	2	0	2	18.01	19.06	1.05
ENSG00000185220	PGBD2	2	0	2	1.19	1.9	0.71
ENSG00000213047	DENND1B	2	0	2	2.38	3.17	0.79
ENSG00000142864	SERBP1	2	0	2	169.31	186.29	16.98
ENSG00000223396	RPS10P7	2	0	2	2.46	3.74	1.28
ENSG00000162607	USP1	2	0	2	10.5	18.56	8.06
ENSG00000143494	VASH2	2	0	2	5.01	8.09	3.08
ENSG00000049245	VAMP3	2	0	2	28.21	29.91	1.7
ENSG00000047410	TPR	2	0	2	35.8	37.59	1.79000000000001
ENSG00000049246	PER3	2	0	2	7.57	7.79	0.22
ENSG00000143498	TAF1A	2	0	2	1.96	3.25	1.29
ENSG00000116685	KIAA2013	2	0	2	49.21	61.59	12.38
ENSG00000160051	IQCC	2	0	2	1.9	5.58	3.68
ENSG00000163041	H3-3A	2	0	2	120.67	151.35	30.68
ENSG00000162819	BROX	2	0	2	18	19.74	1.74
ENSG00000225518	LINC01703	2	0	2	3.71	5.28	1.57
ENSG00000214796	AC098934.1	2	0	2	3.05	3.5	0.45
ENSG00000234996	AC098934.2	2	0	2	0.79	2.16	1.37
ENSG00000183155	RABIF	2	0	2	4.03	6.64	2.61
ENSG00000220785	MTMR9LP	2	0	2	0.51	1.21	0.7
ENSG00000118193	KIF14	2	0	2	3.2	4.41	1.21
ENSG00000121486	TRMT1L	2	0	2	6.49	14.34	7.85
ENSG00000160049	DFFA	2	0	2	24.28	25.85	1.57
ENSG00000057252	SOAT1	2	0	2	6.79	7.25	0.46
ENSG00000040487	SLC66A1	2	0	2	3.12	5.82	2.7
ENSG00000162851	TFB2M	2	0	2	6.6	11.07	4.47
ENSG00000163156	SCNM1	2	0	2	27.65	38.08	10.43
ENSG00000142634	EFHD2	2	0	2	12.08	12.81	0.73
ENSG00000134697	GNL2	2	0	2	59.86	70.06	10.2
ENSG00000186501	TMEM222	2	0	2	28.71	33.54	4.83
ENSG00000130770	ATP5IF1	2	0	2	244.05	257.41	13.36
ENSG00000130772	MED18	2	0	2	6.77	10.52	3.75
ENSG00000116922	C1orf109	2	0	2	9.53	13.34	3.81
ENSG00000231468	PRDX3P2	2	0	2	0.97	2.86	1.89
ENSG00000117262	GPR89A	2	0	2	5.66	11.31	5.65
ENSG00000162777	DENND2D	2	0	2	5.6	5.93	0.33
ENSG00000187801	ZFP69B	2	0	2	1.99	2.21	0.22
ENSG00000162688	AGL	2	0	2	4.09	6.05	1.96
ENSG00000164002	EXO5	2	0	2	0.59	2.57	1.98
ENSG00000024526	DEPDC1	2	0	2	20.67	23.05	2.38
ENSG00000182134	TDRKH	2	0	2	11.36	11.86	0.5
ENSG00000186141	POLR3C	2	0	2	9.79	10.7	0.91
ENSG00000186564	FOXD2	2	0	2	0.49	0.61	0.12
ENSG00000186891	TNFRSF18	2	0	2	1.55	2.79	1.24
ENSG00000143393	PI4KB	2	0	2	38.11	41.56	3.45
ENSG00000160097	FNDC5	2	0	2	0.2	0.46	0.26
ENSG00000198837	DENND4B	2	0	2	15.16	16.68	1.52
ENSG00000226419	SLC16A1-AS1	2	0	2	0.77	1.08	0.31
ENSG00000116212	LRRC42	2	0	2	18.95	19.76	0.810000000000002
ENSG00000198691	ABCA4	2	0	2	0.31	0.34	0.03
ENSG00000066557	LRRC40	2	0	2	7.73	10.27	2.54
ENSG00000116985	BMP8B	2	0	2	1.68	2.32	0.64
ENSG00000188976	NOC2L	2	0	2	71.25	74.99	3.73999999999999
ENSG00000117528	ABCD3	2	0	2	8.14	12.32	4.18
ENSG00000185946	RNPC3	2	0	2	2.55	7.41	4.86
ENSG00000162419	GMEB1	2	0	2	4.58	4.9	0.32
ENSG00000233246	AL513327.2	2	0	2	0.21	0.4	0.19
ENSG00000116329	OPRD1	2	0	2	0.05	0.08	0.03
ENSG00000122435	TRMT13	2	0	2	4.28	5.48	1.2
ENSG00000143545	RAB13	2	0	2	55.32	58.41	3.09
ENSG00000007968	E2F2	2	0	2	3.75	5	1.25
ENSG00000215883	CYB5RL	2	0	2	6.3	7.83	1.53
ENSG00000162461	SLC25A34	2	0	2	0.03	0.43	0.4
ENSG00000218510	LINC00339	2	0	2	4.11	5.18	1.07
ENSG00000285752	CDC42-AS1	2	0	2	0.05	0.3	0.25
ENSG00000277406	SEC22B4P	2	0	2	2.06	3.81	1.75
ENSG00000011009	LYPLA2	2	0	2	21.93	24.42	2.49
ENSG00000116815	CD58	2	0	2	2.25	4.67	2.42
ENSG00000172339	ALG14	2	0	2	4.25	6.71	2.46
ENSG00000171793	CTPS1	2	0	2	28.78	31.49	2.71
ENSG00000131778	CHD1L	2	0	2	15.42	17.43	2.01
ENSG00000171790	SLFNL1	2	0	2	0.11	0.71	0.6
ENSG00000283696	AL592295.4	2	0	2	0.1	0.19	0.09
ENSG00000173110	HSPA6	2	0	2	0.12	0.23	0.11
ENSG00000142675	CNKSR1	2	0	2	6.25	9.13	2.88
ENSG00000186056	MATN1-AS1	2	0	2	2	3.16	1.16
ENSG00000158055	GRHL3	2	0	2	0.59	1.13	0.54
ENSG00000092853	CLSPN	2	0	2	3.08	10.83	7.75
ENSG00000116455	WDR77	2	0	2	25.36	30.65	5.29
ENSG00000116459	ATP5PB	2	0	2	257.96	275.97	18.01
ENSG00000132763	MMACHC	2	0	2	12.9	19.62	6.72
ENSG00000271741	AC114490.2	2	0	2	2.77	2.99	0.22
ENSG00000228150	AL357140.2	2	0	2	0.92	1.14	0.22
ENSG00000117448	AKR1A1	2	0	2	147.4	150.78	3.38
ENSG00000158062	UBXN11	2	0	2	6.91	7.81	0.899999999999999
ENSG00000162746	FCRLB	2	0	2	1.03	1.06	0.03
ENSG00000081721	DUSP12	2	0	2	7.7	11.74	4.04
ENSG00000273010	AL360270.3	2	0	2	0.82	1.63	0.81
ENSG00000143001	TMEM61	2	0	2	0.14	0.17	0.03
ENSG00000134748	PRPF38A	2	0	2	39.71	45.38	5.67
ENSG00000132881	CPLANE2	2	0	2	2.24	3.77	1.53
ENSG00000116560	SFPQ	2	0	2	52.27	81.29	29.02
ENSG00000268575	AL031282.2	2	0	2	1.13	1.95	0.82
ENSG00000227775	AL031282.1	2	0	2	0.91	1.42	0.51
ENSG00000215790	SLC35E2A	2	0	2	0.55	3.04	2.49
ENSG00000116793	PHTF1	2	0	2	1.69	2.13	0.44
ENSG00000160679	CHTOP	2	0	2	25.14	28.54	3.4
ENSG00000272030	AL162258.2	2	0	2	1.27	1.63	0.36
ENSG00000183431	SF3A3	2	0	2	34.41	44.95	10.54
ENSG00000023572	GLRX2	2	0	2	6.03	18.43	12.4
ENSG00000122417	ODF2L	2	0	2	6.34	10.46	4.12
ENSG00000186409	CCDC30	2	0	2	0.89	1.86	0.97
ENSG00000233030	AC243772.2	2	0	2	0.13	0.49	0.36
ENSG00000273382	AL356488.3	2	0	2	0.17	0.63	0.46
ENSG00000116161	CACYBP	2	0	2	68.08	75.76	7.68000000000001
ENSG00000053372	MRTO4	2	0	2	8.38	10.51	2.13
ENSG00000132694	ARHGEF11	2	0	2	11.21	12.93	1.72
ENSG00000134371	CDC73	2	0	2	19.2	25.29	6.09
ENSG00000088035	ALG6	2	0	2	4.64	8.24	3.6
ENSG00000185495	AC138393.1	2	0	2	1.88	4	2.12
ENSG00000235750	KIAA0040	2	0	2	6.06	6.65	0.590000000000001
ENSG00000143303	RRNAD1	2	0	2	15.63	24.65	9.02
ENSG00000251503	CENPS-CORT	2	0	2	15.06	22.83	7.77
ENSG00000271989	AL139424.1	2	0	2	0.28	0.66	0.38
ENSG00000236423	LINC01134	2	0	2	0.06	0.18	0.12
ENSG00000162613	FUBP1	2	0	2	71.1	75.44	4.34
ENSG00000182866	LCK	2	0	2	0.61	1.36	0.75
ENSG00000169885	CALML6	2	0	2	0.68	0.87	0.19
ENSG00000235919	ASH1L-AS1	2	0	2	1.58	1.97	0.39
ENSG00000162923	WDR26	2	0	2	26.4	27.28	0.880000000000003
ENSG00000132879	FBXO44	2	0	2	16.32	16.37	0.0500000000000007
ENSG00000092969	TGFB2	2	0	2	0.06	0.46	0.4
ENSG00000227953	LINC01341	2	0	2	0.76	3.03	2.27
ENSG00000213516	RBMXL1	2	0	2	4.08	5.21	1.13
ENSG00000272668	AL590560.3	2	0	2	0.03	0.23	0.2
ENSG00000135766	EGLN1	2	0	2	4.91	11.81	6.9
ENSG00000285184	AC244033.2	2	0	2	0.23	0.3	0.07
ENSG00000136631	VPS45	2	0	2	12.95	14.98	2.03
ENSG00000116918	TSNAX	2	0	2	15.24	19.77	4.53
ENSG00000159423	ALDH4A1	2	0	2	14.51	15.13	0.620000000000001
ENSG00000156042	CFAP70	2	0	2	1.95	2.36	0.41
ENSG00000182180	MRPS16	2	0	2	60.09	67.66	7.56999999999999
ENSG00000265763	ZNF488	2	0	2	0.03	0.13	0.1
ENSG00000107614	TRDMT1	2	0	2	2.08	3.04	0.96
ENSG00000170312	CDK1	2	0	2	79.03	126.92	47.89
ENSG00000065328	MCM10	2	0	2	9.03	21.83	12.8
ENSG00000072422	RHOBTB1	2	0	2	0.36	0.63	0.27
ENSG00000165660	ABRAXAS2	2	0	2	4.83	6.22	1.39
ENSG00000234420	ZNF37BP	2	0	2	2.42	8.46	6.04
ENSG00000086475	SEPHS1	2	0	2	48.13	51.87	3.73999999999999
ENSG00000165733	BMS1	2	0	2	7.98	11.53	3.55
ENSG00000138346	DNA2	2	0	2	3.38	8.96	5.58
ENSG00000165626	BEND7	2	0	2	6.56	6.64	0.0800000000000001
ENSG00000059573	ALDH18A1	2	0	2	45.67	51.88	6.21
ENSG00000227268	KLLN	2	0	2	0.13	0.49	0.36
ENSG00000169826	CSGALNACT2	2	0	2	5.74	5.94	0.2
ENSG00000260589	STAM-AS1	2	0	2	0.04	0.14	0.1
ENSG00000156398	SFXN2	2	0	2	17.55	28.16	10.61
ENSG00000230555	AL450326.1	2	0	2	1.02	1.63	0.61
ENSG00000171772	SYCE1	2	0	2	0.15	0.52	0.37
ENSG00000108179	PPIF	2	0	2	69.84	130.56	60.72
ENSG00000270316	BORCS7-ASMT	2	0	2	0.63	0.74	0.11
ENSG00000198546	ZNF511	2	0	2	131.31	166.63	35.32
ENSG00000177853	ZNF518A	2	0	2	3.13	3.84	0.71
ENSG00000148730	EIF4EBP2	2	0	2	26.59	28.61	2.02
ENSG00000156374	PCGF6	2	0	2	1.74	3.05	1.31
ENSG00000239665	AL157392.3	2	0	2	4.66	8.77	4.11
ENSG00000108055	SMC3	2	0	2	15.13	24.56	9.43
ENSG00000107625	DDX50	2	0	2	9.15	12.78	3.63
ENSG00000095485	CWF19L1	2	0	2	4.16	7.26	3.1
ENSG00000119927	GPAM	2	0	2	3.28	5.05	1.77
ENSG00000224023	EDRF1-DT	2	0	2	2.49	3.03	0.54
ENSG00000225484	NUTM2B-AS1	2	0	2	11.15	14.34	3.19
ENSG00000172671	ZFAND4	2	0	2	2.2	3.21	1.01
ENSG00000119986	AVPI1	2	0	2	2.96	3.55	0.59
ENSG00000095794	CREM	2	0	2	5.46	8.12	2.66
ENSG00000023041	ZDHHC6	2	0	2	7.37	13.75	6.38
ENSG00000166135	HIF1AN	2	0	2	3.63	5.72	2.09
ENSG00000075826	SEC31B	2	0	2	0.32	1.3	0.98
ENSG00000230091	TMEM254-AS1	2	0	2	1.68	3.37	1.69
ENSG00000148444	COMMD3	2	0	2	12.02	19.63	7.61
ENSG00000168283	BMI1	2	0	2	18.87	22.78	3.91
ENSG00000107679	PLEKHA1	2	0	2	5.84	7.68	1.84
ENSG00000165322	ARHGAP12	2	0	2	3.93	4.28	0.35
ENSG00000119943	PYROXD2	2	0	2	2.79	3.95	1.16
ENSG00000122359	ANXA11	2	0	2	85.83	97.88	12.05
ENSG00000119906	SLF2	2	0	2	0.87	4.31	3.44
ENSG00000148688	RPP30	2	0	2	25.52	30.36	4.84
ENSG00000119946	CNNM1	2	0	2	2.27	5.03	2.76
ENSG00000214655	ZSWIM8	2	0	2	36.53	39.67	3.14
