gene_id	gene_name	npeaks_ve	npeaks_tx	npeaks_diff	fpkm_sh4	fpkm_sh5	fpkm_sicon	fpkm_diff_sh4	fpkm_diff_sh5
ENSG00000075826	SEC31B	2	0	2	1.35	0.74	1.65	0.3	0.91
ENSG00000176986	SEC24C	2	0	2	30.47	25	30.93	0.460000000000001	5.93
ENSG00000214655	ZSWIM8	2	0	2	27.89	40.26	48.88	20.99	8.62
ENSG00000107554	DNMBP	2	0	2	1.34	0.93	1.51	0.17	0.58
ENSG00000151468	CCDC3	2	0	2	0.11	0.14	0.33	0.22	0.19
ENSG00000185009	AP3M1	2	0	2	20.7	18.13	20.71	0.0100000000000016	2.58
ENSG00000107438	PDLIM1	2	0	2	17.25	29.04	37.54	20.29	8.5
ENSG00000075073	TACR2	2	0	2	1.68	2.46	2.5	0.82	0.04
ENSG00000213185	FAM24B	2	0	2	4.42	4.36	4.44	0.0200000000000005	0.0800000000000001
ENSG00000107968	MAP3K8	2	0	2	6.07	4.82	8.25	2.18	3.43
ENSG00000138111	MFSD13A	2	0	2	2.1	1.71	2.78	0.68	1.07
ENSG00000165985	C1QL3	2	0	2	0.39	0.25	0.43	0.04	0.18
ENSG00000238117	AP000844.2	2	0	2	0.21	0.19	0.38	0.17	0.19
ENSG00000118096	IFT46	2	0	2	7.47	6.99	13.09	5.62	6.1
ENSG00000255517	AP002748.4	2	0	2	5.42	9.34	10.92	5.5	1.58
ENSG00000174483	BBS1	2	0	2	8.4	7	12.18	3.78	5.18
ENSG00000254860	TMEM9B-AS1	2	0	2	1.26	1.81	2.41	1.15	0.6
ENSG00000233220	LINC00167	2	0	2	0.35	0.39	0.51	0.16	0.12
ENSG00000181924	COA4	2	0	2	78.06	64.67	83.28	5.22	18.61
ENSG00000110108	TMEM109	2	0	2	83.8	86.22	102.68	18.88	16.46
ENSG00000278615	C11orf98	2	0	2	52.56	68.97	102.84	50.28	33.87
ENSG00000219435	CATSPERZ	2	0	2	2.45	1.72	2.74	0.29	1.02
ENSG00000168000	BSCL2	2	0	2	136.05	124.4	146.48	10.43	22.08
ENSG00000175224	ATG13	2	0	2	48.01	49.61	61.9	13.89	12.29
ENSG00000185475	TMEM179B	2	0	2	86.54	55.98	106.9	20.36	50.92
ENSG00000149582	TMEM25	2	0	2	12.73	14.02	16.35	3.62	2.33
ENSG00000151366	NDUFC2	2	0	2	107.43	103.45	108.61	1.17999999999999	5.16
ENSG00000166341	DCHS1	2	0	2	1.13	1.56	1.62	0.49	0.0600000000000001
ENSG00000180425	C11orf71	2	0	2	17.56	18.03	22.19	4.63	4.16
ENSG00000168066	SF1	2	0	2	140.83	115.22	154.85	14.02	39.63
ENSG00000137699	TRIM29	2	0	2	1.48	0.83	2.74	1.26	1.91
ENSG00000251661	AC136475.1	2	0	2	1.51	1.67	2.08	0.57	0.41
ENSG00000129749	CHRNA10	2	0	2	0.3	0.34	0.48	0.18	0.14
ENSG00000033327	GAB2	2	0	2	1.88	1.43	2.69	0.81	1.26
ENSG00000285864	AP000593.4	2	0	2	1.64	0.63	3.44	1.8	2.81
ENSG00000246889	AP000487.1	2	0	2	2.27	1.96	2.59	0.32	0.63
ENSG00000204370	SDHD	2	0	2	28.3	31.88	38.12	9.82	6.24
ENSG00000230483	AC124057.1	2	0	2	0.17	0.75	0.99	0.82	0.24
ENSG00000156689	GLYATL2	2	0	2	4.42	3.39	7.13	2.71	3.74
ENSG00000110514	MADD	2	0	2	17.93	20.96	21.3	3.37	0.34
ENSG00000166407	LMO1	2	0	2	0.13	0.12	0.36	0.23	0.24
ENSG00000255507	UVRAG-DT	2	0	2	0.29	0.28	0.57	0.28	0.29
ENSG00000213402	PTPRCAP	2	0	2	0.87	0.63	1.47	0.6	0.84
ENSG00000166801	FAM111A	2	0	2	26.82	24.11	28.06	1.24	3.95
ENSG00000280832	GSEC	2	0	2	3.11	3.5	3.57	0.46	0.0699999999999998
ENSG00000231793	DOC2GP	2	0	2	0.8	0.96	1.11	0.31	0.15
ENSG00000162144	CYB561A3	2	0	2	21.41	24.13	25.88	4.47	1.75
ENSG00000268403	AC132192.2	2	0	2	1.38	0.89	1.84	0.46	0.95
ENSG00000089157	RPLP0	2	0	2	1414.09	1547	1566.85	152.76	19.8499999999999
ENSG00000256092	SBNO1-AS1	2	0	2	1.27	1.78	1.99	0.72	0.21
ENSG00000123416	TUBA1B	2	0	2	763.49	561.61	771.68	8.18999999999994	210.07
ENSG00000212127	TAS2R14	2	0	2	0.09	0.05	0.2	0.11	0.15
ENSG00000070018	LRP6	2	0	2	13.71	13.73	15.53	1.82	1.8
ENSG00000139645	ANKRD52	2	0	2	7.12	8.86	15.62	8.5	6.76
ENSG00000278993	AC002350.2	2	0	2	0.46	0.65	0.69	0.23	0.0399999999999999
ENSG00000134297	PLEKHA8P1	2	0	2	1.45	1.56	1.85	0.4	0.29
ENSG00000135482	ZC3H10	2	0	2	2.58	2.06	2.97	0.39	0.91
ENSG00000136052	SLC41A2	2	0	2	1.91	1.57	2.23	0.32	0.66
ENSG00000151131	C12orf45	2	0	2	7.68	9.62	9.78	2.1	0.16
ENSG00000257599	OVCH1-AS1	2	0	2	0.07	0.03	0.09	0.02	0.06
ENSG00000075415	SLC25A3	2	0	2	246.16	245.2	252.53	6.37	7.33000000000001
ENSG00000111731	C2CD5	2	0	2	10.8	12.15	12.86	2.06	0.709999999999999
ENSG00000123427	EEF1AKMT3	2	0	2	5.75	5.34	7.95	2.2	2.61
ENSG00000198324	PHETA1	2	0	2	3.44	3.5	6.69	3.25	3.19
ENSG00000204842	ATXN2	2	0	2	46.85	54.38	59.16	12.31	4.77999999999999
ENSG00000139651	ZNF740	2	0	2	10.51	10.77	13.32	2.81	2.55
ENSG00000139263	LRIG3	2	0	2	4.84	4.08	5.19	0.350000000000001	1.11
ENSG00000134287	ARF3	2	0	2	101.43	111.9	128.39	26.96	16.49
ENSG00000134285	FKBP11	2	0	2	28.03	34.05	35.87	7.84	1.82
ENSG00000257411	AC034102.2	2	0	2	23.34	24.81	25.49	2.15	0.68
ENSG00000176422	SPRYD4	2	0	2	3	3.73	3.95	0.95	0.22
ENSG00000076248	UNG	2	0	2	26.55	21.65	31.14	4.59	9.49
ENSG00000251151	HOXC-AS3	2	0	2	0.3	0.03	0.55	0.25	0.52
ENSG00000182796	TMEM198B	2	0	2	17.02	24.23	25.46	8.44	1.23
ENSG00000181929	PRKAG1	2	0	2	36.25	50.96	63.77	27.52	12.81
ENSG00000213782	DDX47	2	0	2	18.36	18.44	24.52	6.16	6.08
ENSG00000010219	DYRK4	2	0	2	49.66	38.76	54.23	4.57	15.47
ENSG00000183935	HTR7P1	2	0	2	0.59	0.87	1.13	0.54	0.26
ENSG00000111752	PHC1	2	0	2	6.82	3.8	7.25	0.43	3.45
ENSG00000065970	FOXJ2	2	0	2	7.33	9.62	10.6	3.27	0.98
ENSG00000111671	SPSB2	2	0	2	3.54	3.34	4.53	0.99	1.19
ENSG00000197837	H4-16	2	0	2	0.46	0.67	0.75	0.29	0.08
ENSG00000110900	TSPAN11	2	0	2	0.25	0.16	0.42	0.17	0.26
ENSG00000257596	SCAT2	2	0	2	1.52	1.03	2.05	0.53	1.02
ENSG00000246627	CACNA1C-AS1	2	0	2	0.04	0.22	0.34	0.3	0.12
ENSG00000078246	TULP3	2	0	2	15.38	16.92	18.45	3.07	1.53
ENSG00000086159	AQP6	2	0	2	0.18	0.04	0.22	0.04	0.18
ENSG00000257542	OR7E47P	2	0	2	1.77	1.99	5.42	3.65	3.43
ENSG00000257989	AC078864.1	2	0	2	1.02	0.19	1.71	0.69	1.52
ENSG00000205352	PRR13	2	0	2	163.68	107.39	165.81	2.13	58.42
ENSG00000057294	PKP2	2	0	2	5.05	4.73	5.34	0.29	0.609999999999999
ENSG00000247363	AC090061.1	2	0	2	0.17	0.07	0.27	0.1	0.2
ENSG00000139597	N4BP2L1	2	0	2	0.22	0.49	0.57	0.35	0.08
ENSG00000152192	POU4F1	2	0	2	0.25	0.24	0.31	0.06	0.07
ENSG00000150510	FAM124A	2	0	2	0.73	0.8	1.16	0.43	0.36
ENSG00000136158	SPRY2	2	0	2	0.83	1.07	1.3	0.47	0.23
ENSG00000102710	SUPT20H	2	0	2	28.59	29.31	32.03	3.44	2.72
ENSG00000150907	FOXO1	2	0	2	1.76	1.75	2.06	0.3	0.31
ENSG00000231358	AL355516.1	2	0	2	0.27	0.09	0.43	0.16	0.34
ENSG00000278390	AL354696.2	2	0	2	0.76	1.54	1.55	0.79	0.01
ENSG00000172766	NAA16	2	0	2	6.11	4.23	7.28	1.17	3.05
ENSG00000275294	LINC02340	2	0	2	0.84	0.17	1.01	0.17	0.84
ENSG00000122035	RASL11A	2	0	2	1.14	2.58	3.27	2.13	0.69
ENSG00000273784	AL137058.2	2	0	2	0.8	0.18	0.85	0.0499999999999999	0.67
ENSG00000125266	EFNB2	2	0	2	0.92	1.17	1.99	1.07	0.82
ENSG00000173141	MRPL57	2	0	2	69.38	69.63	75.98	6.60000000000001	6.35000000000001
ENSG00000134874	DZIP1	2	0	2	3.79	2.87	4.32	0.53	1.45
ENSG00000125249	RAP2A	2	0	2	3.95	4.28	5.14	1.19	0.859999999999999
ENSG00000089775	ZBTB25	2	0	2	9.63	8.66	9.87	0.239999999999998	1.21
ENSG00000227051	C14orf132	2	0	2	2.38	2.74	3.07	0.69	0.33
ENSG00000006432	MAP3K9	2	0	2	2.33	2.43	3.57	1.24	1.14
ENSG00000119655	NPC2	2	0	2	64.13	62.53	65.52	1.39	2.98999999999999
ENSG00000258818	RNASE4	2	0	2	3.5	0.21	4.8	1.3	4.59
ENSG00000119689	DLST	2	0	2	48.52	50.79	52.38	3.86	1.59
ENSG00000165819	METTL3	2	0	2	21.06	19.72	23.92	2.86	4.2
ENSG00000133937	GSC	2	0	2	2.96	2.55	3.26	0.3	0.71
ENSG00000119636	BBOF1	2	0	2	1.46	1.29	2.61	1.15	1.32
ENSG00000261652	C15orf65	2	0	2	7.51	5.73	8.14	0.630000000000001	2.41
ENSG00000248334	WHAMMP2	2	0	2	0.39	0.36	0.43	0.04	0.07
ENSG00000197299	BLM	2	0	2	3.03	2.79	3.9	0.87	1.11
ENSG00000260892	AC105020.4	2	0	2	0.06	0.07	0.42	0.36	0.35
ENSG00000261183	SPINT1-AS1	2	0	2	23.85	15.08	24.52	0.669999999999998	9.44
ENSG00000137814	HAUS2	2	0	2	14.85	12.99	15.02	0.17	2.03
ENSG00000166965	RCCD1	2	0	2	8.21	6.73	9.62	1.41	2.89
ENSG00000261423	TMEM202-AS1	2	0	2	0.91	0.81	0.98	0.07	0.17
ENSG00000182774	RPS17	2	0	2	2194.71	1772.43	2563.72	369.01	791.29
ENSG00000214575	CPEB1	2	0	2	0.1	0.09	0.18	0.08	0.09
ENSG00000103723	AP3B2	2	0	2	0.39	1.19	1.51	1.12	0.32
ENSG00000172183	ISG20	2	0	2	31.75	31.08	34.21	2.46	3.13
ENSG00000103932	RPAP1	2	0	2	8.13	9.71	12.64	4.51	2.93
ENSG00000137818	RPLP1	2	0	2	1255.13	1154.04	1406.94	151.81	252.9
ENSG00000285667	AC012291.3	2	0	2	0.28	0.27	0.95	0.67	0.68
ENSG00000166716	ZNF592	2	0	2	8.73	14.73	15.83	7.1	1.1
ENSG00000128915	ICE2	2	0	2	29.5	33.97	35.42	5.92	1.45
ENSG00000285077	ARHGAP11B	2	0	2	2.8	1.94	3.25	0.45	1.31
ENSG00000259442	AC105339.3	2	0	2	0.64	0.42	0.67	0.03	0.25
ENSG00000250988	SNHG21	2	0	2	2.48	1.45	2.5	0.02	1.05
ENSG00000229212	AC044860.1	2	0	2	2.91	1.43	6.12	3.21	4.69
ENSG00000067221	STOML1	2	0	2	3.75	2.79	4.52	0.77	1.73
ENSG00000138629	UBL7	2	0	2	36.88	37.04	55.92	19.04	18.88
ENSG00000247240	UBL7-AS1	2	0	2	4.53	2.78	5.66	1.13	2.88
ENSG00000166710	B2M	2	0	2	253.45	284.49	288.17	34.72	3.68000000000001
ENSG00000259479	SORD2P	2	0	2	142.37	145.96	166.67	24.3	20.71
ENSG00000259418	AC091117.3	2	0	2	0.19	0.18	0.36	0.17	0.18
ENSG00000184939	ZFP90	2	0	2	11.48	12.58	12.64	1.16	0.0600000000000005
ENSG00000067365	METTL22	2	0	2	28.54	25.33	28.81	0.27	3.48
ENSG00000172831	CES2	2	0	2	10.4	12.82	14.29	3.89	1.47
ENSG00000168802	CHTF8	2	0	2	50.05	38.22	71.59	21.54	33.37
ENSG00000260259	LINC02166	2	0	2	0.98	1.32	2.09	1.11	0.77
ENSG00000205629	LCMT1	2	0	2	21.21	19.8	24.25	3.04	4.45
ENSG00000245694	CRNDE	2	0	2	9.09	9.08	10.44	1.35	1.36
ENSG00000279583	AC009086.2	2	0	2	0.33	0.55	0.64	0.31	0.09
ENSG00000260727	SLC7A5P1	2	0	2	0.42	0.25	0.63	0.21	0.38
ENSG00000237172	B3GNT9	2	0	2	0.45	0.45	0.7	0.25	0.25
ENSG00000102878	HSF4	2	0	2	18.99	14.54	30.84	11.85	16.3
ENSG00000205250	E2F4	2	0	2	13.18	15.44	29.84	16.66	14.4
ENSG00000118900	UBN1	2	0	2	7.96	15.44	19.02	11.06	3.58
ENSG00000140988	RPS2	2	0	2	4485.77	4756.04	5455.09	969.32	699.05
ENSG00000178573	MAF	2	0	2	4.17	7.15	8.84	4.67	1.69
ENSG00000005844	ITGAL	2	0	2	0.18	0.27	0.5	0.32	0.23
ENSG00000228146	CASP16P	2	0	2	0.41	0.39	0.56	0.15	0.17
ENSG00000229809	ZNF688	2	0	2	8.65	8.91	11.45	2.8	2.54
ENSG00000196118	CCDC189	2	0	2	6.64	3.9	8.19	1.55	4.29
ENSG00000089505	CMTM1	2	0	2	2.47	2.24	2.94	0.47	0.7
ENSG00000140932	CMTM2	2	0	2	0.11	0.21	0.65	0.54	0.44
ENSG00000103111	MON1B	2	0	2	17.54	21.29	24.7	7.16	3.41
ENSG00000281005	LINC00921	2	0	2	0.49	0.37	0.51	0.02	0.14
ENSG00000261505	AL031714.1	2	0	2	2.35	1.76	2.73	0.38	0.97
ENSG00000130731	METTL26	2	0	2	199.03	155.15	208.1	9.06999999999999	52.95
ENSG00000260565	ERVK13-1	2	0	2	3.63	4.27	5.41	1.78	1.14
ENSG00000205913	SRRM2-AS1	2	0	2	1.27	2.26	2.29	1.02	0.0300000000000002
ENSG00000283662	AC138904.3	2	0	2	0.35	0.53	0.61	0.26	0.08
ENSG00000167968	DNASE1L2	2	0	2	0.9	0.7	1.01	0.11	0.31
ENSG00000005189	REXO5	2	0	2	12.85	11.44	15.34	2.49	3.9
ENSG00000234719	NPIPB2	2	0	2	2.23	5.52	6.34	4.11	0.82
ENSG00000121104	FAM117A	2	0	2	10.78	15.68	22.73	11.95	7.05
ENSG00000108828	VAT1	2	0	2	40.17	34.44	40.26	0.0899999999999963	5.82
ENSG00000125458	NT5C	2	0	2	21.13	22.98	25.68	4.55	2.7
ENSG00000185379	RAD51D	2	0	2	2.64	3.64	3.67	1.03	0.0299999999999998
ENSG00000280407	AC132872.4	2	0	2	1.01	0.86	1.06	0.05	0.2
ENSG00000182676	PPP1R27	2	0	2	0.2	0.13	0.24	0.04	0.11
ENSG00000108785	HSD17B1P1	2	0	2	1.65	1.9	2.79	1.14	0.89
ENSG00000161682	FAM171A2	2	0	2	4.54	4.3	5.13	0.59	0.83
ENSG00000166484	MAPK7	2	0	2	10.52	9.1	12.78	2.26	3.68
ENSG00000180340	FZD2	2	0	2	1.98	2.16	2.24	0.26	0.0800000000000001
ENSG00000262903	AC027796.4	2	0	2	1.31	0.98	1.41	0.0999999999999999	0.43
ENSG00000141232	TOB1	2	0	2	108.04	78.9	124.15	16.11	45.25
ENSG00000037042	TUBG2	2	0	2	21.81	24.28	24.43	2.62	0.149999999999999
ENSG00000282936	AC004706.3	2	0	2	0.11	0.03	0.18	0.07	0.15
ENSG00000141295	SCRN2	2	0	2	11.35	15.08	15.96	4.61	0.880000000000001
ENSG00000265055	AC145343.1	2	0	2	3.55	3.29	4.78	1.23	1.49
ENSG00000277476	AC005332.5	2	0	2	1.19	1.17	1.76	0.57	0.59
ENSG00000234494	SP2-AS1	2	0	2	2.4	2.91	3.58	1.18	0.67
ENSG00000167182	SP2	2	0	2	12.63	11.55	24.48	11.85	12.93
ENSG00000173868	PHOSPHO1	2	0	2	0.65	1.58	2.35	1.7	0.77
ENSG00000178971	CTC1	2	0	2	14.15	10.46	15.41	1.26	4.95
ENSG00000108932	SLC16A6	2	0	2	2.69	5.29	5.7	3.01	0.41
ENSG00000161970	RPL26	2	0	2	1780.51	1572.9	1896.77	116.26	323.87
ENSG00000076351	SLC46A1	2	0	2	16.34	19.18	24.39	8.05	5.21
ENSG00000161940	BCL6B	2	0	2	0.25	0.33	0.37	0.12	0.04
ENSG00000197815	AC122129.1	2	0	2	2.2	2.36	3.04	0.84	0.68
ENSG00000181222	POLR2A	2	0	2	28.63	40.26	40.61	11.98	0.350000000000001
ENSG00000129219	PLD2	2	0	2	22.65	17.62	25.58	2.93	7.96
ENSG00000171962	DRC3	2	0	2	1.2	2.34	3.22	2.02	0.88
ENSG00000132507	EIF5A	2	0	2	288.3	236.93	359.52	71.22	122.59
ENSG00000129226	CD68	2	0	2	13.35	14.63	21.07	7.72	6.44
ENSG00000129245	FXR2	2	0	2	28.1	69.67	70.63	42.53	0.959999999999994
ENSG00000129194	SOX15	2	0	2	0.52	0.26	0.7	0.18	0.44
ENSG00000175061	SNHG29	2	0	2	332.88	448.55	453.14	120.26	4.58999999999997
ENSG00000174292	TNK1	2	0	2	6.31	8.01	8.1	1.79	0.0899999999999999
ENSG00000108602	ALDH3A1	2	0	2	0.33	0.25	0.35	0.02	0.1
ENSG00000133028	SCO1	2	0	2	16.96	14.62	18.21	1.25	3.59
ENSG00000161958	FGF11	2	0	2	0.26	0.18	0.4	0.14	0.22
ENSG00000185158	LRRC37B	2	0	2	6.43	4.82	8.2	1.77	3.38
ENSG00000161714	PLCD3	2	0	2	7.66	22.5	23.79	16.13	1.29
ENSG00000267321	SNHG30	2	0	2	4.32	3.83	5.23	0.91	1.4
ENSG00000108852	MPP2	2	0	2	11.26	7.84	11.55	0.290000000000001	3.71
ENSG00000233175	AC008105.1	2	0	2	1.71	2.07	2.56	0.85	0.49
ENSG00000187624	C17orf97	2	0	2	2.43	2.18	2.61	0.18	0.43
ENSG00000188895	MSL1	2	0	2	48.28	42.71	50.74	2.46	8.03
ENSG00000273559	CWC25	2	0	2	6.98	8.06	9.06	2.08	1
ENSG00000260793	AC003102.1	2	0	2	1.19	1.46	1.66	0.47	0.2
ENSG00000196689	TRPV1	2	0	2	0.68	1.12	1.24	0.56	0.12
ENSG00000176809	LRRC37A3	2	0	2	6.15	3.9	7.13	0.98	3.23
ENSG00000277258	PCGF2	2	0	2	56.89	50.15	77.99	21.1	27.84
ENSG00000170043	TRAPPC1	2	0	2	56.55	83.42	178.13	121.58	94.71
ENSG00000277791	PSMB3	2	0	2	151.44	165.81	172.72	21.28	6.91
ENSG00000265681	RPL17	2	0	2	1050.55	967.18	1124.4	73.8500000000001	157.22
ENSG00000154655	L3MBTL4	2	0	2	0.17	0.16	0.33	0.16	0.17
ENSG00000141384	TAF4B	2	0	2	2.66	1.71	2.72	0.0600000000000001	1.01
ENSG00000263884	AP000845.1	2	0	2	0.18	0.17	0.42	0.24	0.25
ENSG00000176912	TYMSOS	2	0	2	9.74	9.39	12.52	2.78	3.13
ENSG00000141401	IMPA2	2	0	2	24.93	20.52	38.87	13.94	18.35
ENSG00000260552	AC023043.1	2	0	2	4.81	5.77	6.52	1.71	0.75
ENSG00000167216	KATNAL2	2	0	2	1.08	0.85	1.38	0.3	0.53
ENSG00000160014	CALM3	2	0	2	104.83	121.87	168.22	63.39	46.35
ENSG00000224420	ADM5	2	0	2	0.23	0.32	0.42	0.19	0.1
ENSG00000124466	LYPD3	2	0	2	1.61	2.62	3.13	1.52	0.51
ENSG00000063127	SLC6A16	2	0	2	0.71	0.66	0.81	0.1	0.15
ENSG00000063241	ISOC2	2	0	2	110.42	126.1	129.51	19.09	3.41
ENSG00000198816	ZNF358	2	0	2	37.75	32.18	50.03	12.28	17.85
ENSG00000053501	USE1	2	0	2	24.62	22.16	29.89	5.27	7.73
ENSG00000161551	ZNF577	2	0	2	1.28	1.35	1.44	0.16	0.0899999999999999
ENSG00000185800	DMWD	2	0	2	6.38	6.6	6.78	0.4	0.180000000000001
ENSG00000267395	DM1-AS	2	0	2	1.34	2.2	3.31	1.97	1.11
ENSG00000249709	ZNF564	2	0	2	0.61	0.71	0.77	0.16	0.0600000000000001
ENSG00000267523	AC008735.2	2	0	2	3.97	6.06	7.04	3.07	0.98
ENSG00000125652	ALKBH7	2	0	2	46.97	46.35	49.29	2.32	2.94
ENSG00000176593	AC008969.1	2	0	2	0.5	0.6	0.79	0.29	0.19
ENSG00000229833	PET100	2	0	2	32.49	28.23	37.53	5.04	9.3
ENSG00000142534	RPS11	2	0	2	1341.61	1508.64	1520.33	178.72	11.6899999999998
ENSG00000104953	TLE6	2	0	2	15.32	13.23	16.91	1.59	3.68
ENSG00000177464	GPR4	2	0	2	0.16	0.06	0.23	0.07	0.17
ENSG00000179115	FARSA	2	0	2	91.13	88.97	111.95	20.82	22.98
ENSG00000168661	ZNF30	2	0	2	2.39	2.61	3.14	0.75	0.53
ENSG00000179262	RAD23A	2	0	2	133.48	96.27	133.83	0.350000000000023	37.56
ENSG00000018869	ZNF582	2	0	2	1.79	1.53	2.04	0.25	0.51
ENSG00000205744	DENND1C	2	0	2	23.42	22.65	24.33	0.909999999999997	1.68
ENSG00000152475	ZNF837	2	0	2	1	0.83	1.01	0.01	0.18
ENSG00000226696	LENG8-AS1	2	0	2	1.86	1.95	2.48	0.62	0.53
ENSG00000063177	RPL18	2	0	2	612.08	548.11	697.21	85.13	149.1
ENSG00000076662	ICAM3	2	0	2	15.72	10.43	18.56	2.84	8.13
ENSG00000267303	AC011511.4	2	0	2	16.47	18.18	24.83	8.36	6.65
ENSG00000167670	CHAF1A	2	0	2	25.97	28.28	34.43	8.46	6.15
ENSG00000132016	C19orf57	2	0	2	3.5	3.61	5.19	1.69	1.58
ENSG00000105640	RPL18A	2	0	2	1643.8	1611.69	1900.34	256.54	288.65
ENSG00000267605	AC016590.1	2	0	2	2.36	2.4	2.77	0.41	0.37
ENSG00000126267	COX6B1	2	0	2	481.42	434.27	501.17	19.75	66.9
ENSG00000233927	RPS28	2	0	2	611.66	497.34	689.26	77.6	191.92
ENSG00000115268	RPS15	2	0	2	1581.05	1677.37	1988.82	407.77	311.45
ENSG00000105700	KXD1	2	0	2	97.15	97.09	109.27	12.12	12.18
ENSG00000180479	ZNF571	2	0	2	2	2.09	2.29	0.29	0.2
ENSG00000269749	AC005614.2	2	0	2	0.76	0.99	2.12	1.36	1.13
ENSG00000174521	TTC9B	2	0	2	0.37	0.27	0.43	0.06	0.16
ENSG00000105549	THEG	2	0	2	0.56	0.31	0.62	0.0599999999999999	0.31
ENSG00000105255	FSD1	2	0	2	0.74	0.33	0.85	0.11	0.52
ENSG00000183850	ZNF730	2	0	2	0.46	0.19	0.71	0.25	0.52
ENSG00000284428	AC092329.4	2	0	2	3.5	3.78	3.94	0.44	0.16
ENSG00000269399	AC008764.6	2	0	2	0.52	0.53	0.66	0.14	0.13
ENSG00000197951	ZNF71	2	0	2	1.32	1.35	1.63	0.31	0.28
ENSG00000213339	QTRT1	2	0	2	20.31	20.36	27.14	6.83	6.78
ENSG00000167625	ZNF526	2	0	2	2.71	2.32	2.72	0.0100000000000002	0.4
ENSG00000270011	ZNF559-ZNF177	2	0	2	0.38	0.98	1.64	1.26	0.66
ENSG00000104856	RELB	2	0	2	6.55	6.81	7.27	0.72	0.46
ENSG00000212123	PRR22	2	0	2	0.63	0.42	0.73	0.1	0.31
ENSG00000276570	AC010327.6	2	0	2	0.15	0.27	0.44	0.29	0.17
ENSG00000160318	CLDND2	2	0	2	7.56	6.75	13.07	5.51	6.32
ENSG00000248101	AC002116.1	2	0	2	4.88	0.91	5.28	0.4	4.37
ENSG00000105427	CNFN	2	0	2	17.54	20.34	30.75	13.21	10.41
ENSG00000105270	CLIP3	2	0	2	1.64	1.27	1.77	0.13	0.5
ENSG00000244165	P2RY11	2	0	2	4.57	4.6	5.05	0.48	0.45
ENSG00000180279	LINC01869	2	0	2	0.49	0.66	1.19	0.7	0.53
ENSG00000204514	ZNF814	2	0	2	10.38	12.56	13.69	3.31	1.13
ENSG00000099338	CATSPERG	2	0	2	1.83	2.27	2.46	0.63	0.19
ENSG00000138083	SIX3	2	0	2	0.88	0.5	0.89	0.01	0.39
ENSG00000225963	AC009950.1	2	0	2	0.13	0.25	0.36	0.23	0.11
ENSG00000168887	C2orf68	2	0	2	17.34	17.09	19.36	2.02	2.27
ENSG00000115946	PNO1	2	0	2	4.57	5.94	6.37	1.8	0.43
ENSG00000181378	CFAP65	2	0	2	0.02	0.03	0.72	0.7	0.69
ENSG00000144395	CCDC150	2	0	2	1.04	1.68	2.36	1.32	0.68
ENSG00000135930	EIF4E2	2	0	2	33.61	58.95	60.21	26.6	1.26
ENSG00000078098	FAP	2	0	2	0.56	0.53	0.76	0.2	0.23
ENSG00000187123	LYPD6	2	0	2	0.24	0.2	0.31	0.07	0.11
ENSG00000150722	PPP1R1C	2	0	2	0.28	0.2	0.32	0.04	0.12
ENSG00000075886	TUBA3D	2	0	2	13.04	10.53	15.18	2.14	4.65
ENSG00000217236	SP9	2	0	2	0.12	0.18	0.28	0.16	0.1
ENSG00000152117	AC073869.1	2	0	2	6.78	6.83	7.61	0.83	0.78
ENSG00000163596	ICA1L	2	0	2	0.32	0.45	0.51	0.19	0.06
ENSG00000115694	STK25	2	0	2	52.66	98.4	98.92	46.26	0.519999999999996
ENSG00000173166	RAPH1	2	0	2	6.01	4.98	6.18	0.17	1.2
ENSG00000162976	SLC66A3	2	0	2	10.55	12.06	12.21	1.66	0.15
ENSG00000163251	FZD5	2	0	2	3.06	3.94	5.09	2.03	1.15
ENSG00000114956	DGUOK	2	0	2	34.11	35.75	40.35	6.24	4.6
ENSG00000169604	ANTXR1	2	0	2	2.52	5.68	6.04	3.52	0.36
ENSG00000274049	INO80B-WBP1	2	0	2	4.23	8.53	9.8	5.57	1.27
ENSG00000275111	ZNF2	2	0	2	1.18	1.48	1.71	0.53	0.23
ENSG00000169507	SLC38A11	2	0	2	0.06	0.12	0.24	0.18	0.12
ENSG00000114999	TTL	2	0	2	8.91	6.8	11.81	2.9	5.01
ENSG00000124374	PAIP2B	2	0	2	2.63	2.4	2.75	0.12	0.35
ENSG00000143977	SNRPG	2	0	2	42.27	39.6	46.45	4.18	6.85
ENSG00000115282	TTC31	2	0	2	3.33	4.59	5.25	1.92	0.66
ENSG00000258910	LINC01956	2	0	2	0.17	0.16	0.78	0.61	0.62
ENSG00000243943	ZNF512	2	0	2	5.41	6.65	10.36	4.95	3.71
ENSG00000136699	SMPD4	2	0	2	28.65	37.26	43.83	15.18	6.57
ENSG00000234028	EIF2AK3-DT	2	0	2	1.18	1.28	1.53	0.35	0.25
ENSG00000144362	PHOSPHO2	2	0	2	1.42	2	2.52	1.1	0.52
ENSG00000162997	PRORSD1P	2	0	2	1.64	1.45	2.56	0.92	1.11
ENSG00000152086	TUBA3E	2	0	2	4.85	3.91	5.65	0.800000000000001	1.74
ENSG00000115368	WDR75	2	0	2	15.85	16.69	17.43	1.58	0.739999999999998
ENSG00000242441	GTF2A1L	2	0	2	0.04	0.37	0.52	0.48	0.15
ENSG00000121989	ACVR2A	2	0	2	1.43	1.57	1.64	0.21	0.0699999999999998
